disposition_ref_number,source,case_ref_number,customer_ref_number,disposition,contact_type,sub_disposition_label,sub_disposition,comment,created_at,promised_amount,followup_datetime,address_ref_number,is_true_visit,location_lat,location_lng
DRN_VITA_0119,TELECALLING,CR_008_KAVITA,CT_AVITA,NC,NC,NC Reason,Auto Disconnect,,2026-01-30T17:50:00,0,,ADR_8_00,,,
DRN_RIYA_0003,TELECALLING,CR_002_PRIYA,CT_PRIYA,FPTP,RPC,Payment Mode,Online,,2026-01-31T10:14:00,0,2026-02-14T00:00:00,ADR_2_00,,,
DRN_RIYA_0022,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Out of Service,,2026-01-31T10:38:00,0,,ADR_2_00,,,
DRN_RIYA_0194,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Out of Service,,2026-01-31T11:51:00,0,,ADR_2_00,,,
DRN_RIYA_0140,FIELD,CR_002_PRIYA,CT_PRIYA,LB,RPC,,,Could not communicate,2026-01-31T12:44:00,0,,ADR_2_00,1.0,19.07621083078964,72.87672541531589
DRN_RIYA_0168,AUTODIALER,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Casa Debit,Promised to pay next week,2026-01-31T12:52:00,0,2026-02-02T00:00:00,ADR_2_00,,,
DRN_AMIT_0085,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-01-31T13:12:00,0,,ADR_3_00,,,
DRN_RIYA_0080,FIELD,CR_002_PRIYA,CT_PRIYA,ANF,NC,,,,2026-01-31T17:12:00,0,,ADR_2_00,1.0,19.07656766606543,72.87789143396733
DRN_RIYA_0028,AUTODIALER,CR_002_PRIYA,CT_PRIYA,CB,RPC,,,Will call back,2026-01-31T19:08:00,0,,ADR_2_00,,,
DRN_AMIT_0152,TELECALLING,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-02-01T10:22:00,0,,ADR_3_00,,,
DRN_VITA_0087,AUTODIALER,CR_008_KAVITA,CT_AVITA,RNR,NC,RNR Reason,No Answer,,2026-02-01T11:01:00,0,,ADR_8_00,,,
DRN_RIYA_0062,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Switch off,,2026-02-01T11:14:00,0,,ADR_2_00,,,
DRN_RIYA_0068,AUTODIALER,CR_002_PRIYA,CT_PRIYA,UTP,RPC,UTP Reason,Medical Issue,,2026-02-01T16:12:00,0,,ADR_2_00,,,
DRN_AMIT_0177,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Father,Spoke to family member,2026-02-01T18:08:00,0,,ADR_3_00,,,
DRN_AMIT_0149,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Mother,Spoke to family member,2026-02-01T18:15:00,0,,ADR_3_00,,,
DRN_RIYA_0026,AUTODIALER,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Online,"Door was locked, neighbours unaware",2026-02-02T16:15:00,0,2026-02-04T00:00:00,ADR_2_00,,,
DRN_RIYA_0185,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Number busy,,2026-02-03T16:01:00,0,,ADR_2_00,,,
DRN_RIYA_0055,AUTODIALER,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Father,Spoke to family member,2026-02-03T17:14:00,0,,ADR_2_00,,,
DRN_AMIT_0101,TELECALLING,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-02-04T15:16:00,0,,ADR_3_00,,,
DRN_RIYA_0148,AUTODIALER,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-02-04T15:17:00,0,,ADR_2_00,,,
DRN_KRAM_0172,TELECALLING,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Auto Disconnect,,2026-02-04T15:58:00,0,,ADR_5_00,,,
DRN_AMIT_0033,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-02-05T18:30:00,0,,ADR_3_00,,,
DRN_RIYA_0132,TELECALLING,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-02-06T12:52:00,0,,ADR_2_00,,,
DRN_RIYA_0190,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-02-06T13:50:00,0,,ADR_2_00,,,
DRN_RIYA_0066,FIELD,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Online,Says cash flow issue this month,2026-02-06T19:41:00,0,2026-02-08T00:00:00,ADR_2_00,1.0,19.078212472030412,72.87549883231907
DRN_RIYA_0180,TELECALLING,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Not Reachable,,2026-02-07T10:58:00,0,,ADR_2_00,,,
DRN_RIYA_0001,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-02-07T12:12:00,0,,ADR_2_00,,,
DRN_RIYA_0161,FIELD,CR_002_PRIYA,CT_PRIYA,OS,NC,,,,2026-02-07T12:17:00,0,,ADR_2_00,1.0,19.076559693378712,72.87763880324594
DRN_AMIT_0121,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-02-07T13:48:00,0,,ADR_3_00,,,
DRN_AMIT_0094,VOICEBOT,CR_003_AMIT,CT__AMIT,FPTP,RPC,Payment Mode,Online,,2026-02-07T14:00:00,0,2026-02-20T00:00:00,ADR_3_00,,,
DRN_RIYA_0127,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,No Answer,,2026-02-07T17:00:00,0,,ADR_2_00,,,
DRN_AMIT_0133,TELECALLING,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-02-08T09:01:00,0,,ADR_3_00,,,
DRN_AMIT_0039,FIELD,CR_003_AMIT,CT__AMIT,DL,NC,,,,2026-02-08T10:31:00,0,,ADR_3_00,1.0,18.520220835661377,73.85679989272931
DRN_RIYA_0039,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Not Reachable,,2026-02-08T10:47:00,0,,ADR_2_00,,,
DRN_RIYA_0076,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Not Reachable,,2026-02-08T10:51:00,0,,ADR_2_00,,,
DRN_AMIT_0084,FIELD,CR_003_AMIT,CT__AMIT,NOT_PRESENT,NC,,,,2026-02-08T12:07:00,0,,ADR_3_00,1.0,18.52107897189805,73.85651219768273
DRN_AMIT_0075,TELECALLING,CR_003_AMIT,CT__AMIT,CB,RPC,,,Will call back,2026-02-08T13:59:00,0,,ADR_3_00,,,
DRN_AMIT_0072,FIELD,CR_003_AMIT,CT__AMIT,OS,NC,,,,2026-02-08T16:15:00,0,,ADR_3_00,1.0,18.521193887978978,73.85575052720992
DRN_VITA_0079,AUTODIALER,CR_008_KAVITA,CT_AVITA,WN,NC,,,,2026-02-08T16:30:00,0,,ADR_8_00,,,
DRN_AMIT_0051,TELECALLING,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Casa Debit,Customer travelling,2026-02-08T17:00:00,0,2026-02-10T00:00:00,ADR_3_00,,,
DRN_KRAM_0050,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,FPTP,RPC,Payment Mode,Online,,2026-02-08T18:36:00,0,2026-02-28T00:00:00,ADR_5_00,,,
DRN_RIYA_0097,VOICEBOT,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-02-09T11:33:00,0,,ADR_2_00,,,
DRN_AMIT_0117,AUTODIALER,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Casa Debit,"Spoke briefly, busy",2026-02-09T14:00:00,0,2026-02-14T00:00:00,ADR_3_00,,,
DRN_KRAM_0097,TELECALLING,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2026-02-09T14:45:00,0,,ADR_5_01,,,
DRN_RIYA_0116,FIELD,CR_002_PRIYA,CT_PRIYA,LB,RPC,,,Could not communicate,2026-02-10T12:09:00,0,,ADR_2_00,1.0,19.076629834528745,72.87840605652745
DRN_RIYA_0118,TELECALLING,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Casa Debit,"Door was locked, neighbours unaware",2026-02-10T12:26:00,0,2026-02-16T00:00:00,ADR_2_00,,,
DRN_VITA_0055,AUTODIALER,CR_008_KAVITA,CT_AVITA,FPTP,RPC,Payment Mode,Online,,2026-02-10T13:23:00,0,2026-03-05T00:00:00,ADR_8_00,,,
DRN_VITA_0007,FIELD,CR_008_KAVITA,CT_AVITA,OS,NC,,,,2026-02-11T14:51:00,0,,ADR_8_00,1.0,22.572550613146014,88.36352496874633
DRN_RIYA_0137,TELECALLING,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Not Reachable,,2026-02-11T17:49:00,0,,ADR_2_00,,,
DRN_OOJA_0019,TELECALLING,CR_010_POOJA,CT_POOJA,TPC,TPC,Party Contacted,Father,Spoke to family member,2026-02-12T18:07:00,0,,ADR_10_00,,,
DRN_RIYA_0103,TELECALLING,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-02-12T18:15:00,0,,ADR_2_00,,,
DRN_AMIT_0136,FIELD,CR_003_AMIT,CT__AMIT,OS,NC,,,,2026-02-13T13:41:00,0,,ADR_3_00,1.0,18.52092661706554,73.85725198338103
DRN_AMIT_0023,AUTODIALER,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Casa Debit,Customer travelling,2026-02-13T15:38:00,0,2026-02-15T00:00:00,ADR_3_00,,,
DRN_AMIT_0162,TELECALLING,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-02-13T17:13:00,0,,ADR_3_00,,,
DRN_RIYA_0122,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Switch off,,2026-02-14T09:34:00,0,,ADR_2_00,,,
DRN_RIYA_0119,AUTODIALER,CR_002_PRIYA,CT_PRIYA,FPTP,RPC,Payment Mode,Online,,2026-02-14T09:59:00,0,2026-02-25T00:00:00,ADR_2_00,,,
DRN_AMIT_0112,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-02-14T11:09:00,0,,ADR_3_00,,,
DRN_AMIT_0195,TELECALLING,CR_003_AMIT,CT__AMIT,DOUBTFUL,RPC,,,"Behaviour seems different from last visit, not committing",2026-02-14T18:59:00,0,,ADR_3_00,,,
DRN_AMIT_0104,TELECALLING,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Not Reachable,,2026-02-15T11:55:00,0,,ADR_3_00,,,
DRN_KRAM_0026,TELECALLING,CR_005_VIKRAM,CT_IKRAM,WN,NC,,,,2026-02-15T12:21:00,0,,ADR_5_01,,,
DRN_AMIT_0126,TELECALLING,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-02-15T18:11:00,0,,ADR_3_00,,,
DRN_RIYA_0094,FIELD,CR_002_PRIYA,CT_PRIYA,OS,NC,,,,2026-02-16T09:27:00,0,,ADR_2_00,1.0,19.075781462233188,72.87750994688278
DRN_OOJA_0059,FIELD,CR_010_POOJA,CT_POOJA,OS,NC,,,,2026-02-16T09:40:00,0,,ADR_10_00,1.0,26.912176978710576,75.78656709537891
DRN_AMIT_0173,TELECALLING,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-02-16T11:56:00,0,,ADR_3_00,,,
DRN_AMIT_0143,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-02-16T13:01:00,0,,ADR_3_00,,,
DRN_AMIT_0025,FIELD,CR_003_AMIT,CT__AMIT,DL,NC,,,,2026-02-16T14:15:00,0,,ADR_3_00,1.0,18.520434748988546,73.85761572197795
DRN_RIYA_0063,VOICEBOT,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-02-16T17:40:00,0,,ADR_2_00,,,
DRN_RIYA_0171,TELECALLING,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Father,Spoke to family member,2026-02-16T19:04:00,0,,ADR_2_00,,,
DRN_AMIT_0070,VOICEBOT,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-02-17T10:14:00,0,,ADR_3_00,,,
DRN_KRAM_0114,TELECALLING,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,Customer Disconnected,,2026-02-17T14:54:00,0,,ADR_5_00,,,
DRN_RIYA_0008,AUTODIALER,CR_002_PRIYA,CT_PRIYA,RTP,RPC,,,Refused to pay,2026-02-18T15:55:00,0,,ADR_2_00,,,
DRN_AMIT_0113,VOICEBOT,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-02-18T17:44:00,0,,ADR_3_00,,,
DRN_AMIT_0053,TELECALLING,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-02-18T18:07:00,0,,ADR_3_00,,,
DRN_OOJA_0031,FIELD,CR_010_POOJA,CT_POOJA,PTP,RPC,Payment Mode,Online,Will call back,2026-02-19T13:00:00,0,2026-02-24T00:00:00,ADR_10_00,1.0,26.916257628003294,75.79060286526048
DRN_AMIT_0106,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-02-19T18:03:00,0,,ADR_3_00,,,
DRN_RIYA_0198,FIELD,CR_002_PRIYA,CT_PRIYA,OS,NC,,,,2026-02-20T12:13:00,0,,ADR_2_00,1.0,19.07595317245284,72.87787865726654
DRN_AMIT_0183,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-02-20T13:12:00,0,,ADR_3_00,,,
DRN_VITA_0056,AUTODIALER,CR_008_KAVITA,CT_AVITA,NC,NC,NC Reason,Switch off,,2026-02-20T16:20:00,0,,ADR_8_00,,,
DRN_AMIT_0163,AUTODIALER,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-02-21T11:40:00,0,,ADR_3_00,,,
DRN_KRAM_0107,TELECALLING,CR_005_VIKRAM,CT_IKRAM,DOUBTFUL,RPC,,,"Behaviour seems different from last visit, not committing",2026-02-21T18:05:00,0,,ADR_5_01,,,
DRN_RIYA_0200,FIELD,CR_002_PRIYA,CT_PRIYA,DL,NC,,,,2026-02-22T11:20:00,0,,ADR_2_00,1.0,19.07626548492109,72.87827469509664
DRN_RIYA_0002,TELECALLING,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-02-22T13:12:00,0,,ADR_2_00,,,
DRN_RIYA_0114,TELECALLING,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-02-22T14:16:00,0,,ADR_2_00,,,
DRN_AMIT_0046,FIELD,CR_003_AMIT,CT__AMIT,OS,NC,,,,2026-02-22T17:14:00,0,,ADR_3_00,1.0,18.52129579986051,73.85705295441849
DRN_RIYA_0124,TELECALLING,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2026-02-22T17:19:00,0,,ADR_2_00,,,
DRN_AMIT_0068,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-02-23T09:24:00,0,,ADR_3_00,,,
DRN_AMIT_0154,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-02-23T09:41:00,0,,ADR_3_00,,,
DRN_RIYA_0086,TELECALLING,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Switch off,,2026-02-24T09:30:00,0,,ADR_2_00,,,
DRN_RIYA_0179,VOICEBOT,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Number busy,,2026-02-24T09:42:00,0,,ADR_2_00,,,
DRN_RIYA_0176,VOICEBOT,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-02-24T10:21:00,0,,ADR_2_00,,,
DRN_AMIT_0011,AUTODIALER,CR_003_AMIT,CT__AMIT,LB,RPC,,,,2026-02-24T13:11:00,0,,ADR_3_00,,,
DRN_RIYA_0111,VOICEBOT,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-02-24T14:02:00,0,,ADR_2_00,,,
DRN_RIYA_0059,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-02-24T15:41:00,0,,ADR_2_00,,,
DRN_AMIT_0105,TELECALLING,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Not Reachable,,2026-02-24T19:25:00,0,,ADR_3_00,,,
DRN_KRAM_0111,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2026-02-25T09:49:00,0,,ADR_5_01,,,
DRN_KRAM_0067,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,FPTP,RPC,Payment Mode,Online,,2026-02-25T11:08:00,0,2026-03-21T00:00:00,ADR_5_00,,,
DRN_RIYA_0036,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-02-25T17:08:00,0,,ADR_2_00,,,
DRN_AMIT_0045,AUTODIALER,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-02-25T17:52:00,0,,ADR_3_00,,,
DRN_RIYA_0061,AUTODIALER,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Online,Asked for time,2026-02-26T11:33:00,0,2026-02-28T00:00:00,ADR_2_00,,,
DRN_AMIT_0128,AUTODIALER,CR_003_AMIT,CT__AMIT,DOUBTFUL,RPC,,,Did not give straight answer on payment date,2026-02-26T12:45:00,0,,ADR_3_00,,,
DRN_RIYA_0017,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-02-26T17:25:00,0,,ADR_2_00,,,
DRN_KRAM_0182,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Not Reachable,,2026-02-26T17:39:00,0,,ADR_5_01,,,
DRN_AMIT_0110,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-02-26T18:07:00,0,,ADR_3_00,,,
DRN_RIYA_0173,TELECALLING,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-02-27T19:08:00,0,,ADR_2_00,,,
DRN_RIYA_0033,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Switch off,,2026-02-28T13:52:00,0,,ADR_2_00,,,
DRN_AMIT_0034,FIELD,CR_003_AMIT,CT__AMIT,PAID,RPC,,,,2026-02-28T14:10:00,0,,ADR_3_00,1.0,18.52547681946381,73.85551662138973
DRN_AMIT_0159,FIELD,CR_003_AMIT,CT__AMIT,ANF,NC,,,,2026-02-28T15:22:00,0,,ADR_3_00,1.0,18.521049981627307,73.85728274037754
DRN_RIYA_0004,AUTODIALER,CR_002_PRIYA,CT_PRIYA,CB,RPC,,,Will call back,2026-02-28T19:05:00,0,,ADR_2_00,,,
DRN_AMIT_0199,AUTODIALER,CR_003_AMIT,CT__AMIT,CB,RPC,,,Will call back,2026-03-01T15:36:00,0,,ADR_3_00,,,
DRN_RIYA_0045,FIELD,CR_002_PRIYA,CT_PRIYA,DL,NC,,,,2026-03-01T17:28:00,0,,ADR_2_00,1.0,19.075035008911634,72.87761794164594
DRN_RIYA_0019,AUTODIALER,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Online,No commitment given,2026-03-02T10:05:00,0,2026-03-04T00:00:00,ADR_2_00,,,
DRN_AMIT_0155,TELECALLING,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-03-02T15:27:00,0,,ADR_3_00,,,
DRN_RIYA_0144,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-03-02T17:09:00,0,,ADR_2_00,,,
DRN_RIYA_0056,VOICEBOT,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,No Answer,,2026-03-03T10:11:00,0,,ADR_2_00,,,
DRN_KRAM_0162,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,CB,RPC,,,Will call back,2026-03-03T10:29:00,0,,ADR_5_01,,,
DRN_AMIT_0172,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Mother,Spoke to family member,2026-03-03T10:37:00,0,,ADR_3_00,,,
DRN_RIYA_0060,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-03-03T16:37:00,0,,ADR_2_00,,,
DRN_AMIT_0166,TELECALLING,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2026-03-03T17:09:00,0,,ADR_3_00,,,
DRN_VITA_0022,FIELD,CR_008_KAVITA,CT_AVITA,OS,NC,,,,2026-03-04T09:24:00,0,,ADR_8_00,1.0,22.572771739658396,88.36406081367903
DRN_AMIT_0067,TELECALLING,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-03-04T10:43:00,0,,ADR_3_00,,,
DRN_AMIT_0048,FIELD,CR_003_AMIT,CT__AMIT,DL,NC,,,,2026-03-04T10:52:00,0,,ADR_3_00,1.0,18.52012543377158,73.85643331542282
DRN_AMIT_0096,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-03-04T13:00:00,0,,ADR_3_00,,,
DRN_KRAM_0128,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,No Answer,,2026-03-04T17:29:00,0,,ADR_5_01,,,
DRN_RIYA_0073,AUTODIALER,CR_002_PRIYA,CT_PRIYA,FPTP,RPC,Payment Mode,Online,,2026-03-04T17:48:00,0,2026-03-14T00:00:00,ADR_2_00,,,
DRN_AMIT_0097,FIELD,CR_003_AMIT,CT__AMIT,OS,NC,,,,2026-03-04T19:55:00,0,,ADR_3_00,1.0,18.520256750085522,73.85676939065321
DRN_AMIT_0076,TELECALLING,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-03-05T09:56:00,0,,ADR_3_00,,,
DRN_RIYA_0139,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-03-05T10:31:00,0,,ADR_2_00,,,
DRN_RIYA_0064,TELECALLING,CR_002_PRIYA,CT_PRIYA,LB,RPC,,,,2026-03-05T12:24:00,0,,ADR_2_00,,,
DRN_KRAM_0196,VOICEBOT,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2026-03-05T17:08:00,0,,ADR_5_01,,,
DRN_EERA_0014,TELECALLING,CR_006_MEERA,CT_MEERA,TPC,TPC,Party Contacted,Father,Spoke to family member,2026-03-05T17:24:00,0,,ADR_6_00,,,
DRN_KRAM_0178,TELECALLING,CR_005_VIKRAM,CT_IKRAM,WN,NC,,,,2026-03-06T12:16:00,0,,ADR_5_00,,,
DRN_RIYA_0175,AUTODIALER,CR_002_PRIYA,CT_PRIYA,BPTP,RPC,,,,2026-03-06T15:21:00,0,,ADR_2_00,,,
DRN_RIYA_0104,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Auto Disconnect,,2026-03-06T16:29:00,0,,ADR_2_00,,,
DRN_VITA_0093,AUTODIALER,CR_008_KAVITA,CT_AVITA,RNR,NC,RNR Reason,Customer Disconnected,,2026-03-06T17:25:00,0,,ADR_8_00,,,
DRN_AMIT_0050,TELECALLING,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-03-07T11:03:00,0,,ADR_3_00,,,
DRN_RIYA_0067,AUTODIALER,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Casa Debit,Customer travelling,2026-03-07T15:23:00,0,2026-03-09T00:00:00,ADR_2_00,,,
DRN_RIYA_0182,AUTODIALER,CR_002_PRIYA,CT_PRIYA,UTP,RPC,UTP Reason,Medical Issue,,2026-03-07T15:36:00,0,,ADR_2_00,,,
DRN_JESH_0003,TELECALLING,CR_001_RAJESH,CT_AJESH,NC,NC,NC Reason,Auto Disconnect,,2026-03-08T09:39:00,0,,ADR_1_00,,,
DRN_RIYA_0184,TELECALLING,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Casa Debit,Customer not responsive,2026-03-08T09:43:00,0,2026-03-10T00:00:00,ADR_2_00,,,
DRN_AMIT_0060,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-03-08T11:10:00,0,,ADR_3_00,,,
DRN_RIYA_0058,FIELD,CR_002_PRIYA,CT_PRIYA,DL,NC,,,,2026-03-08T11:43:00,0,,ADR_2_00,1.0,19.075555032693956,72.87863537052513
DRN_RIYA_0157,FIELD,CR_002_PRIYA,CT_PRIYA,DL,NC,,,,2026-03-08T15:25:00,0,,ADR_2_00,1.0,19.076275137619028,72.87720491543523
DRN_AMIT_0178,FIELD,CR_003_AMIT,CT__AMIT,NOT_PRESENT,NC,,,,2026-03-08T17:16:00,0,,ADR_3_00,1.0,18.519772292116116,73.85677776983492
DRN_RIYA_0178,AUTODIALER,CR_002_PRIYA,CT_PRIYA,FPTP,RPC,Payment Mode,Online,,2026-03-09T09:50:00,0,2026-04-06T00:00:00,ADR_2_00,,,
DRN_RIYA_0029,VOICEBOT,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-03-09T15:10:00,0,,ADR_2_00,,,
DRN_AMIT_0107,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2026-03-09T16:19:00,0,,ADR_3_00,,,
DRN_RIYA_0081,FIELD,CR_002_PRIYA,CT_PRIYA,PAID,RPC,,,,2026-03-10T10:04:00,0,,ADR_2_00,1.0,19.075082952395086,72.87749015505491
DRN_AMIT_0042,TELECALLING,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-03-10T15:28:00,0,,ADR_3_00,,,
DRN_AMIT_0040,VOICEBOT,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-03-10T18:38:00,0,,ADR_3_00,,,
DRN_RIYA_0129,AUTODIALER,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Mother,Spoke to family member,2026-03-11T09:27:00,0,,ADR_2_00,,,
DRN_AMIT_0171,FIELD,CR_003_AMIT,CT__AMIT,FORECLOSURE_REQUEST,RPC,,,,2026-03-11T10:48:00,0,,ADR_3_00,1.0,18.51921988169103,73.85585179736549
DRN_RIYA_0079,FIELD,CR_002_PRIYA,CT_PRIYA,ANF,NC,,,,2026-03-11T13:52:00,0,,ADR_2_00,1.0,19.075017410364786,72.87856211247353
DRN_AMIT_0062,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-03-11T17:15:00,0,,ADR_3_00,,,
DRN_AMIT_0063,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-03-11T19:01:00,0,,ADR_3_00,,,
DRN_RIYA_0115,VOICEBOT,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Not Reachable,,2026-03-12T12:11:00,0,,ADR_2_00,,,
DRN_AMIT_0091,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-03-12T13:15:00,0,,ADR_3_00,,,
DRN_RIYA_0049,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-03-12T15:07:00,0,,ADR_2_00,,,
DRN_RIYA_0196,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Not Reachable,,2026-03-12T16:45:00,0,,ADR_2_00,,,
